,Property Type:,Bedrooms:,Bathrooms/WCs:,Floor area:,No. of floors:,Car parking spaces:,Area of land:,Availability:,Nearest bus stop:,Nearest train station:,Price,Location
517,House,5,4.0,3500 sq.ft.,3.0,2.0,10 perches,"
Available now ",,,Rs. 42.5M     ,Akuregoda
518,House,5,5.0,10000 sq.ft.,3.0,3.0,30 perches,"
Available now ",,,Rs. 220M     ,Thalawathugoda
519,House,4,4.0,4500 sq.ft.,,4.0,27 perches,"
Available now ",,,Rs. 125M     ,Battaramulla
520,House,5,5.0,3000 sq.ft.,,3.0,16 perches,"
Available now ",,,Rs. 85M     ,Battaramulla
521,House,5,5.0,,3.0,2.0,10 perches,"
Available now ",,,Rs. 56M     ,Thalahena
522,House,5,4.0,4500 sq.ft.,3.0,3.0,12.6 perches,"
Available soon ",,,Rs. 70M ONO   ,Battaramulla
523,House,4,2.0,2400 sq.ft.,,,,"
Available now ",,,Rs. 22.5M     ,Pannipitiya
524,House,5,2.0,3000 sq.ft.,,,10 perches,"
Available now ",,,Rs. 23M     ,Mattegoda
525,House,3,3.0,2520 sq.ft.,,,10 perches,"
Available now ",,,Rs. 38M     ,Athurugiriya
526,House,4,3.0,1875 sq.ft.,,,1875 perches,"
Available now ",,,Rs. 35M     ,Mattegoda
527,House,3,3.0,3800 sq.ft.,,,19 perches,"
Available now ",,,Rs. 55M     ,Thalawathugoda
528,House,5,2.0,2800 sq.ft.,,,6 perches,"
Available now ",,,Rs. 20M     ,Moratuwa
529,House,4,3.0,3200 sq.ft.,,,14.5 perches,"
Available now ",,,Rs. 85M     ,Battaramulla
530,House,above 5,7.0,9000 sq.ft.,2.0,6.0,30 perches,"
Available now ",,,Rs. 290M     ,Pelawatte
531,House,4,3.0,2000 sq.ft.,2.0,,,"
Available now ",,,Rs. 225M     ,Colombo 7
532,House,4,3.0,2200 sq.ft.,2.0,2.0,9 perches,"
Available now ",,,Rs. 31M ONO   ,Battaramulla
533,House,3,2.0,1500 sq.ft.,2.0,1.0,6 perches,"
Available now ",,,Rs. 33M     ,Nugegoda
534,House,4,2.0,,,1.0,27.5 perches,"
Available now ",,,Rs. 68.25M     ,Thalangama
535,House,5,3.0,6000 sq.ft.,2.0,,27 perches,"
Available now ",,,Rs. 120M     ,Pelawatte
536,House,3,1.0,,,2.0,,"
Available now ",400m,1km,Rs. 13.5M ONO   ,Moratuwa
537,House,above 5,5.0,,2.0,2.0,22.5 perches,"
Available now ",,,Rs. 120M     ,Battaramulla
538,House,5,4.0,3050 sq.ft.,2.0,2.0,11.7 perches,"
Available now ",,,Rs. 66M ONO   ,Ethul Kotte
539,House,2,1.0,1300 sq.ft.,,,30 perches,"
Available now ",,,Rs. 14M     ,Kandy
540,House,3,3.0,7000 sq.ft.,,6.0,12.5 perches,"
Available now ",,,Rs. 60M     ,Dehiwala
541,House,above 5,6.0,,,2.0,20 perches,"
Available now ",,,Rs. 65M ONO   ,Malabe
542,House,3,2.0,2500 sq.ft.,2.0,3.0,10 perches,"
Available now ",,,Rs. 35M ONO   ,Maharagama
543,House,4,2.0,3000 sq.ft.,,2.0,19.72 perches,"
Available now ",,,Rs. 65M     ,Bellanwila
544,House,4,4.0,,2.0,2.0,16.38 perches,"
Available now ",,,Rs. 70M ONO   ,Mount Lavinia
545,House,4,,3640 sq.ft.,,,16 perches,"
Available now ",,,Rs. 62M     ,Mount Lavinia
546,House,4,2.0,2400 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 35M     ,Boralesgamuwa
547,House,4,3.0,,2.0,,10 perches,"
Available now ",,,Rs. 28M ONO   ,Boralesgamuwa
548,House,3,3.0,3800 sq.ft.,3.0,3.0,10 perches,"
Available now ",,,Rs. 25M     ,Athurugiriya
549,House,4,7.0,,,2.0,18 perches,"
Available now ",,,Rs. 55M     ,Pelawatte
550,House,5,3.0,4500 sq.ft.,2.0,,50 perches,"
Available now ",,,Rs. 250M     ,Battaramulla
551,House,4,3.0,,,2.0,10.75 perches,"
Available now ",,,Rs. 39M     ,Mount Lavinia
552,House,3,4.0,4000 sq.ft.,,,9.8 perches,"
Available now ",,,Rs. 68.6M     ,Colombo 6
553,House,5,,,,,,"
Available now ",1km,1km,    ,Boralesgamuwa
554,House,4,,2900 sq.ft.,,,17 perches,"
Available now ",1km,1km,    ,Nugegoda
555,House,4,3.0,,2.0,3.0,20 perches,"
For Urgent Sale ",2km,2km,    ,Kandy
556,House,3,3.0,,,2.0,6 perches,"
Available now ",,,Rs. 30M     ,Rajagiriya
557,House,4,3.0,2900 sq.ft.,2.0,2.0,8 perches,"
Available now ",,,Rs. 33M ONO   ,Kottawa
558,House,4,4.0,6000 sq.ft.,,4.0,,"
Available now ",,,    ,Pelawatte
559,House,4,2.0,4500 sq.ft.,3.0,3.0,15 perches,"
For Urgent Sale ",200m,7km,Rs. 38M ONO   ,Galle
560,House,4,1.0,900 sq.ft.,1.0,2.0,140 perches,"
For Urgent Sale ",1km,,Rs. 7M ONO   ,Galle
561,House,4,3.0,2800 sq.ft.,2.0,3.0,13.5 perches,"
For Urgent Sale ",25m,6km,Rs. 29M ONO   ,Galle
562,House,3,1.0,2800 sq.ft.,1.0,6.0,112 perches,"
For Urgent Sale ",250m,1km,Rs. 55.6M ONO   ,Galle
563,House,4,2.0,2200 sq.ft.,2.0,2.0,4.5 perches,"
For Urgent Sale ",20m,4km,Rs. 24M ONO   ,Boralesgamuwa
564,House,4,2.0,980 sq.ft.,2.0,1.0,,"
For Urgent Sale ",500m,3km,Rs. 9.5M ONO   ,Hikkaduwa
565,House,above 5,3.0,4000 sq.ft.,2.0,6.0,1.5 acres,"
For Urgent Sale ",1km,1km,Rs. 11M approx   ,Polonnaruwa
566,House,above 5,2.0,3000 sq.ft.,1.0,6.0,78 perches,"
For Urgent Sale ",10m,100km,Rs. 50M ONO   ,Unawatuna
567,House,4,2.0,2500 sq.ft.,2.0,2.0,15 perches,"
For Urgent Sale ",700m,1km,Rs. 14M ONO   ,Hikkaduwa
568,House,2,1.0,980 sq.ft.,1.0,2.0,10 perches,"
For Urgent Sale ",4km,1km,Rs. 6.5M ONO   ,Galle
569,House,4,1.0,2500 sq.ft.,1.0,6.0,35 perches,"
Available now ",700m,,Rs. 42M ONO   ,Piliyandala
570,House,5,4.0,1100 sq.ft.,2.0,1.0,4.2 perches,"
For Urgent Sale ",500m,1km,Rs. 34M ONO   ,Colombo 6
571,House,5,3.0,4012 sq.ft.,,,43 perches,"
Available now ",,,Rs. 120M     ,Battaramulla
572,House,above 5,9.0,10000 sq.ft.,,,25 perches,"
Available now ",,,Rs. 230M     ,Nugegoda
573,House,4,3.0,3500 sq.ft.,,,13 perches,"
Available now ",,,Rs. 78M     ,Battaramulla
574,House,5,3.0,3350 sq.ft.,,,10 perches,"
Available now ",,,Rs. 30M     ,Ja Ela
575,House,3,2.0,3300 sq.ft.,,,7 perches,"
Available now ",,,Rs. 40M     ,Thalawathugoda
576,House,5,3.0,3350 sq.ft.,,,10 perches,"
Available now ",,,Rs. 30M     ,Ja Ela
577,House,3,2.0,1700 sq.ft.,,,8.3 perches,"
Available now ",,,Rs. 18.5M     ,Pannipitiya
578,House,above 5,5.0,7100 sq.ft.,,,27 perches,"
Available now ",,,Rs. 170M     ,Pepiliyana
579,House,above 5,4.0,2300 sq.ft.,,,9 perches,"
Available now ",,,Rs. 40M     ,Udahamulla
580,House,3,2.0,2500 sq.ft.,,,9.4 perches,"
Available now ",,,Rs. 65M     ,Dehiwala
581,House,4,3.0,3500 sq.ft.,,,30 perches,"
Available now ",,,Rs. 125M     ,Dehiwala
582,House,4,4.0,3800 sq.ft.,,,21 perches,"
Available now ",,,Rs. 65M     ,Battaramulla
583,House,3,2.0,2000 sq.ft.,,,9.2 perches,"
Available now ",,,Rs. 60M     ,Koswatta
584,House,3,2.0,2200 sq.ft.,,3.0,8 perches,"
Available now ",,,Rs. 28M     ,Malabe
585,House,above 5,6.0,7000 sq.ft.,2.0,2.0,14.6 perches,"
Available now ",,,Rs. 200M ONO   ,Colombo 6
586,House,3,2.0,2500 sq.ft.,,1.0,8.5 perches,"
Available now ",,,Rs. 36M     ,Mount Lavinia
587,House,5,7.0,2500 sq.ft.,,,17.5 perches,"
Available now ",,,Rs. 70M     ,Pannipitiya
588,House,3,1.0,1635 sq.ft.,,,9.8 perches,"
Available now ",,,Rs. 22M     ,Pannipitiya
589,House,4,2.0,2000 sq.ft.,,,7 perches,"
Available now ",,,Rs. 22.5M     ,Rathmalana
590,House,above 5,,5000 sq.ft.,,,16.5 perches,"
Available now ",,,Rs. 90M     ,Dehiwala
591,House,5,3.0,,2.0,2.0,33.7 perches,"
Available now ",,,Rs. 102M     ,Dehiwala
592,House,above 5,3.0,4000 sq.ft.,,,15 perches,"
Available now ",,,Rs. 37M     ,Mattegoda
593,House,3,2.0,1397 sq.ft.,,,10 perches,"
Available now ",,,Rs. 22.5M     ,Malabe
594,House,above 5,4.0,4000 sq.ft.,,6.0,30 perches,"
Available now ",,,Rs. 105M     ,Nawala
595,House,4,4.0,6000 sq.ft.,,,20.66 perches,"
Available now ",,,Rs. 180M     ,Ethul Kotte
596,House,3,2.0,1271 sq.ft.,,,7 perches,"
Available now ",,,Rs. 26.5M     ,Hokandara
597,House,5,3.0,3000 sq.ft.,,,10 perches,"
Available now ",,,Rs. 60M     ,Ethul Kotte
598,House,3,2.0,1700 sq.ft.,,2.0,11.5 perches,"
Available now ",,,Rs. 14M     ,Kottawa
599,House,5,5.0,8000 sq.ft.,,5.0,29.9 perches,"
Available now ",,,Rs. 150M     ,Bandaragama
600,House,5,5.0,6750 sq.ft.,,4.0,20 perches,"
Available now ",,,Rs. 187M     ,Colombo 5
601,House,5,5.0,4345 sq.ft.,2.0,2.0,14.01 perches,"
Available now ",0.2km,7km,Rs. 90M ONO   ,Battaramulla
602,House,3,3.0,1400 sq.ft.,1.0,1.0,33 perches,"
Available now ",,,Rs. 15M     ,Kandy
603,House,5,4.0,3000 sq.ft.,2.0,4.0,16 perches,"
Available now ",500m,,Rs. 80M ONO   ,Pelawatte
604,House,4,2.0,2900 sq.ft.,2.0,2.0,12 perches,"
Available now ",1.5km,,Rs. 21M     ,Hokandara
605,House,2,3.0,1350 sq.ft.,1.0,2.0,12 perches,"
Available now ",,5km,Rs. 16.5M     ,Athurugiriya
606,House,4,2.0,1268 sq.ft.,1.0,,17 perches,"
Available now ",300m,5km,Rs. 10.5M     ,Kottawa
607,House,above 5,4.0,3200 sq.ft.,2.0,3.0,10.7 perches,"
Available now ",200m,5km,Rs. 40M     ,Pelawatte
608,House,above 5,,3600 sq.ft.,3.0,3.0,8 perches,"
Available now ",,,Rs. 150M ONO   ,Colombo 3
609,House,5,4.0,4500 sq.ft.,,,23 perches,"
Available now ",,,Rs. 145M     ,Mirihana
610,House,3,2.0,1200 sq.ft.,2.0,1.0,6.5 perches,"
Available now ",500m,5km,Rs. 20.5M approx   ,Gothatuwa
611,House,5,5.0,3000 sq.ft.,3.0,2.0,4 perches,"
Available now ",70m,1.5km,Rs. 55M ONO   ,Colombo 6
612,House,3,2.0,,1.0,2.0,19.3 perches,"
Available now ",50m,1.4km,Rs. 38.6M ONO   ,Moratuwa
613,House,4,4.0,6000 sq.ft.,,2.0,60 perches,"
Available now ",,,Rs. 46M     ,Veyangoda
614,House,5,4.0,3000 sq.ft.,,,11.8 perches,"
Available now ",,,Rs. 65M     ,Dehiwala
615,House,5,3.0,4000 sq.ft.,3.0,2.0,17.5 perches,"
Available now ",600m,1km,Rs. 39M     ,Ja Ela
616,House,above 5,6.0,2900 sq.ft.,2.0,3.0,9.15 perches,"
For Urgent Sale ",10m,1km,Rs. 55M     ,Negombo
617,House,3,2.0,1500 sq.ft.,1.0,2.0,12 perches,"
Available now ",200m,500m,Rs. 13M     ,Negombo
618,House,above 5,6.0,3500 sq.ft.,2.0,5.0,60 perches,"
Available now ",,,Rs. 120M     ,Negombo
619,House,3,2.0,3000 sq.ft.,2.0,3.0,15 perches,"
Available now ",50km,200km,Rs. 24M     ,Kattuwa
620,House,above 5,6.0,5500 sq.ft.,4.0,2.0,6.5 perches,"
Available now ",,,Rs. 50M ONO   ,Nugegoda
621,House,5,,,,6.0,60 perches,"
Available now ",,,Rs. 42M     ,Kandy
622,House,above 5,5.0,7100 sq.ft.,27.0,6.0,27 perches,"
Available now ",,,Rs. 170M ONO   ,Nugegoda
623,House,4,4.0,3800 sq.ft.,2.0,2.0,7 perches,"
Available now ",,,Rs. 47.5M ONO   ,Kohuwala
624,House,above 5,6.0,4000 sq.ft.,3.0,,12 perches,"
Available now ",,,Rs. 68M ONO   ,Nugegoda
625,House,above 5,5.0,7300 sq.ft.,3.0,,,"
Available now ",,,Rs. 80M ONO   ,Kalutara
626,House,4,4.0,4900 sq.ft.,2.0,3.0,16 perches,"
Available now ",,,Rs. 85M ONO   ,Pita Kotte
627,House,5,4.0,3800 sq.ft.,3.0,4.0,11 perches,"
Available now ",,,Rs. 45M ONO   ,Thalawathugoda
628,House,5,4.0,3000 sq.ft.,,,10.63 perches,"
Available now ",,,Rs. 32M     ,Moratuwa
629,House,4,3.0,,2.0,2.0,10.5 perches,"
Available now ",,,Rs. 25M     ,Malabe
630,House,4,4.0,5000 sq.ft.,2.0,4.0,20 perches,"
Available now ",,,Rs. 150M     ,Nawala
631,House,4,3.0,3000 sq.ft.,3.0,2.0,8 perches,"
Available now ",,,Rs. 32.5M     ,Moratuwa
632,House,3,3.0,2700 sq.ft.,3.0,6.0,22.5 perches,"
Available now ",,,Rs. 34.95M     ,Negombo
633,House,4,2.0,,,2.0,6.5 perches,"
Available now ",,,Rs. 16.5M     ,Wattala
634,House,2,1.0,,,1.0,4 perches,"
Available now ",,,Rs. 7.5M     ,Wattala
635,House,3,2.0,,,2.0,3 perches,"
Available now ",,,Rs. 15M     ,Wattala
636,House,3,2.0,,,2.0,,"
Available now ",,,Rs. 14M     ,Wattala
637,House,2,2.0,,,,8.9 perches,"
Available now ",,,Rs. 15M     ,Wattala
638,House,3,,,,,,"
Available now ",,,Rs. 26M     ,Wattala
639,House,4,3.0,3000 sq.ft.,2.0,6.0,51 perches,"
Available now ",,,Rs. 105M ONO   ,Thalawathugoda
640,House,3,2.0,1800 sq.ft.,1.0,4.0,17.7 perches,"
Available now ",1km,,Rs. 14M     ,Kelaniya
641,House,4,3.0,3500 sq.ft.,2.0,2.0,8 perches,"
Available now ",,,Rs. 36.5M ONO   ,Thalawathugoda
642,House,5,4.0,4000 sq.ft.,2.0,3.0,12.5 perches,"
Available now ",0.1km,7km,Rs. 65M ONO   ,Malabe
643,House,above 5,5.0,2800 sq.ft.,3.0,1.0,6 perches,"
Available now ",,2km,Rs. 65M ONO   ,Kalubowila
644,House,3,3.0,2500 sq.ft.,2.0,2.0,10 perches,"
Available now ",0.2km,7km,Rs. 38M ONO   ,Athurugiriya
645,House,above 5,,5000 sq.ft.,,,7.3 perches,"
Available now ",,,Rs. 87M     ,Colombo 6
646,House,above 5,7.0,4200 sq.ft.,1.0,5.0,20 perches,"
Available now ",20m,1km,Rs. 250M     ,Colombo 4
647,House,4,4.0,4000 sq.ft.,2.0,2.0,15 perches,"
Available now ",200m,4km,Rs. 150M     ,Colombo 8
648,House,5,2.0,,2.0,,26 perches,"
For Urgent Sale ",2km,2km,Rs. 20M     ,Matara
649,House,4,3.0,,2.0,4.0,19.3 perches,"
Available now ",200m,1km,Rs. 43M     ,Moratuwa
650,House,4,2.0,1800 sq.ft.,2.0,2.0,27.5 perches,"
Available soon ",15m,5km,Rs. 21.2M ONO   ,Kadawatha
651,House,5,2.0,,,,,"
Available now ",,,    ,Balangoda
652,House,3,2.0,1700 sq.ft.,2.0,2.0,6 perches,"
Available now ",150m,5km,Rs. 17M     ,Mattegoda
653,House,5,3.0,,1.0,,,"
Available now ",,,Rs. 11M     ,Wattala
654,House,4,1.0,,1.0,2.0,6.5 perches,"
Available now ",,,Rs. 15M     ,Wattala
655,House,3,2.0,,2.0,,7.7 perches,"
Available now ",,,Rs. 28.5M     ,Negombo
656,House,2,2.0,2500 sq.ft.,,,12 perches,"
Available now ",,,Rs. 20M     ,Gonapola
657,House,5,4.0,3000 sq.ft.,2.0,2.0,8 perches,"
Available now ",,,Rs. 46M     ,Rathmalana
658,House,3,,,,,,"
Available now ",,,Rs. 39M     ,Nugegoda
659,House,4,3.0,2500 sq.ft.,2.0,3.0,8 perches,"
Available now ",,,Rs. 26M     ,Athurugiriya
660,House,4,3.0,,2.0,1.0,10 perches,"
Available now ",,,Rs. 50M     ,Kottawa
661,House,3,2.0,,2.0,2.0,6 perches,"
Available now ",500m,3km,Rs. 37.5M     ,Dehiwala
662,House,5,4.0,,2.0,2.0,11.2 perches,"
Available now ",200m,2km,Rs. 65M     ,Dehiwala
663,House,3,3.0,2000 sq.ft.,2.0,3.0,9 perches,"
Available now ",150m,7km,Rs. 42M     ,Madiwela
664,House,4,3.0,3000 sq.ft.,2.0,2.0,7 perches,"
Available now ",1km,7km,Rs. 42.5M ONO   ,Battaramulla
665,House,4,3.0,,2.0,2.0,7.5 perches,"
Available now ",200m,0.75km,Rs. 55M     ,Dehiwala
666,House,5,4.0,3800 sq.ft.,2.0,4.0,14.8 perches,"
Available now ",,,Rs. 47.5M ONO   ,Thalawathugoda
667,House,4,3.0,3000 sq.ft.,2.0,6.0,51 perches,"
Available now ",,,Rs. 105M ONO   ,Thalawathugoda
668,House,4,3.0,3500 sq.ft.,2.0,2.0,8 perches,"
Available now ",,,Rs. 36.5M ONO   ,Thalawathugoda
669,House,4,4.0,3000 sq.ft.,3.0,2.0,6 perches,"
Available now ",150km,,Rs. 29.5M ONO   ,Kottawa
670,House,above 5,5.0,6500 sq.ft.,3.0,4.0,12.5 perches,"
Available now ",150km,,Rs. 65M ONO   ,Malabe
671,House,4,2.0,3000 sq.ft.,2.0,2.0,8 perches,"
Available now ",600m,,Rs. 40M     ,Mount Lavinia
672,House,4,3.0,3000 sq.ft.,2.0,4.0,14.83 perches,"
Available now ",20m,,Rs. 103.8M ONO   ,Dehiwala
673,House,4,2.0,3500 sq.ft.,2.0,3.0,11 perches,"
Sold ",,,Rs. 39M ONO   ,Battaramulla
674,House,5,4.0,3000 sq.ft.,3.0,4.0,10 perches,"
Available now ",,,Rs. 35M ONO   ,Nugegoda
675,House,2,1.0,1200 sq.ft.,2.0,4.0,15 perches,"
Available now ",200m,,Rs. 22M ONO   ,Kottawa
676,House,3,2.0,1350 sq.ft.,,,6 perches,"
Available now ",,,Rs. 14.5M     ,Athurugiriya
677,House,3,2.0,,,2.0,8 perches,"
Available now ",,,Rs. 14.5M     ,Piliyandala
678,House,5,4.0,1875 sq.ft.,2.0,1.0,10.63 perches,"
Available now ",,,Rs. 32M     ,Katubedda
679,House,4,1.0,1800 sq.ft.,1.0,6.0,,"
For Urgent Sale ",50m,800m,Rs. 11.21M ONO   ,Kalutara
680,House,4,3.0,5289.81 sq.ft.,,,,"
Available now ",,,Rs. 9.8M ONO   ,Kosgama
681,House,3,3.0,2000 sq.ft.,,2.0,10 perches,"
Available now ",,,Rs. 16.5M     ,Piliyandala
682,House,3,2.0,,,2.0,8 perches,"
Available now ",200km,,Rs. 14.5M     ,Piliyandala
683,House,3,3.0,,,1.0,8.6 perches,"
Available now ",,,Rs. 60M ONO   ,Colombo 6
684,House,2,,16500 sq.ft.,,6.0,117 perches,"
Available now ",,,Rs. 175M     ,Gonawala
685,House,above 5,1.0,4000 sq.ft.,1.0,5.0,80 perches,"
For Urgent Sale ",100m,,Rs. 19.5M     ,Manampita
686,House,5,3.0,2200 sq.ft.,,2.0,7.8 perches,"
Available now ",,,Rs. 46M     ,Kalubowila
687,House,4,2.0,2400 sq.ft.,,2.0,7.5 perches,"
Available now ",,,Rs. 26M     ,Rathmalana
688,House,above 5,5.0,4100 sq.ft.,,2.0,11.5 perches,"
Available now ",,,Rs. 100M     ,Rathmalana
689,House,4,3.0,3000 sq.ft.,,3.0,7.8 perches,"
Available now ",,,Rs. 75M     ,Dehiwala
690,House,3,3.0,3500 sq.ft.,3.0,2.0,19 perches,"
Available now ",,,Rs. 55M ONO   ,Thalawathugoda
691,House,4,3.0,4100 sq.ft.,,2.0,6 perches,"
Available now ",,,Rs. 55M     ,Mount Lavinia
692,House,above 5,7.0,10500 sq.ft.,2.0,5.0,33 perches,"
Available now ",,,Rs. 250M ONO   ,Moratuwa
693,House,4,4.0,4100 sq.ft.,,,10 perches,"
Available now ",,,Rs. 28M     ,Boralesgamuwa
694,House,3,3.0,2800 sq.ft.,,,14 perches,"
Available now ",,,Rs. 47M     ,Nugegoda
695,House,4,3.0,4500 sq.ft.,2.0,2.0,20 perches,"
Available now ",,,Rs. 170M     ,Nugegoda
696,House,above 5,4.0,3000 sq.ft.,1.0,2.0,128.7 perches,"
Available now ",1km,1km,Rs. 180M ONO   ,Panadura
697,House,4,2.0,2800 sq.ft.,2.0,2.0,11.3 perches,"
Available now ",30m,1km,Rs. 62M     ,Nugegoda
698,House,4,2.0,,2.0,3.0,12 perches,"
Available now ",,,Rs. 12M     ,Kadawatha
699,House,3,2.0,,2.0,4.0,12 perches,"
Available now ",,,Rs. 17M     ,Kadawatha
700,House,3,1.0,1300 sq.ft.,,4.0,12 perches,"
Available now ",3km,,Rs. 12M ONO   ,Kadana
701,House,4,4.0,5500 sq.ft.,3.0,3.0,12 perches,"
Available now ",,,Rs. 85M ONO   ,Battaramulla
702,House,3,3.0,1200 sq.ft.,1.0,1.0,6.5 perches,"
Available now ",,,Rs. 13M ONO   ,Thalahena
703,House,4,3.0,2800 sq.ft.,2.0,2.0,70 perches,"
Available now ",,,Rs. 65M     ,Digana
704,House,above 5,5.0,9000 sq.ft.,3.0,6.0,,"
Price Reduced! ",150m,,Rs. 320M ONO   ,Pelawatte
705,House,5,5.0,4600 sq.ft.,4.0,2.0,8.5 perches,"
Available now ",100m,3km,Rs. 170M ONO   ,Colombo 5
706,House,4,4.0,4500 sq.ft.,,6.0,20 perches,"
Available now ",,,Rs. 45M ONO   ,Wattala
707,House,4,2.0,,,,14.5 perches,"
Available now ",300m,,Rs. 60M ONO   ,Battaramulla
708,House,4,4.0,,,,6.51 perches,"
Available now ",,,Rs. 22.5M     ,Mount Lavinia
709,House,4,2.0,2750 sq.ft.,2.0,,8 perches,"
Available now ",,,Rs. 45M ONO   ,Moratuwa
710,House,above 5,5.0,,,,24 perches,"
Available now ",,,Rs. 140M     ,Kandy
711,House,1,1.0,,,,10 perches,"
Available now ",,,Rs. 14M ONO   ,Pannipitiya
712,House,above 5,9.0,15000 sq.ft.,,,20 perches,"
Available now ",,,Rs. 230M     ,Mount Lavinia
713,House,4,4.0,,1.0,,,"
Available now ",,,Rs. 48M     ,Rathmalana
714,House,3,1.0,,1.0,,45 perches,"
Available now ",200m,6km,Rs. 5M ONO   ,Warakapola
715,House,5,5.0,4000 sq.ft.,2.0,4.0,12 perches,"
For Urgent Sale ",400m,,Rs. 23M     ,Panadura
716,House,2,2.0,3000 sq.ft.,2.0,6.0,19 perches,"
For Urgent Sale ",1km,,Rs. 17M     ,Gonapinuwala
717,House,3,1.0,,,3.0,,"
Available now ",500m,,Rs. 9.5M     ,Kadana
718,House,3,1.0,3000 sq.ft.,,2.0,20.5 perches,"
Available now ",750m,,Rs. 70M     ,Maharagama
719,House,3,3.0,2600 sq.ft.,2.0,3.0,10 perches,"
Available now ",0.2km,7km,Rs. 33M ONO   ,Malabe
720,House,5,4.0,3100 sq.ft.,4.0,2.0,10.5 perches,"
Available now ",,,Rs. 45M     ,Thalawathugoda
721,House,2,2.0,,,2.0,,"
Available now ",,,Rs. 13.5M     ,Wattala
722,House,2,1.0,900 sq.ft.,,,8.4 perches,"
Available now ",,,Rs. 9.5M     ,Wattala
723,House,3,1.0,,,5.0,,"
Available now ",,,Rs. 38M     ,Wattala
724,House,2,2.0,,,2.0,,"
Available now ",,,Rs. 16.5M     ,Gampa
725,House,5,3.0,3000 sq.ft.,,,15.2 perches,"
Available now ",,,Rs. 72M     ,Rajagiriya
726,House,5,3.0,1800 sq.ft.,,2.0,9.25 perches,"
Available now ",200m,,Rs. 27.5M     ,Maharagama
727,House,3,3.0,4000 sq.ft.,,2.0,19 perches,"
Available now ",750m,,Rs. 55M     ,Thalawathugoda
728,House,above 5,4.0,,2.0,1.0,15 perches,"
Available now ",200km,200km,Rs. 170M ONO   ,Colombo 6
729,House,3,3.0,2200 sq.ft.,2.0,2.0,16 perches,"
For Urgent Sale ",,,Rs. 19.8M ONO   ,Beruwala
730,House,3,1.0,1190 sq.ft.,1.0,3.0,10.5 perches,"
Available now ",600m,,Rs. 16.8M ONO   ,Malabe
731,House,4,2.0,2000 sq.ft.,2.0,3.0,,"
For Urgent Sale ",200m,,Rs. 19M ONO   ,Homagama
732,House,4,3.0,3900 sq.ft.,2.0,6.0,15 perches,"
For Urgent Sale ",300m,,Rs. 72M     ,Ethul Kotte
733,House,above 5,5.0,5000 sq.ft.,2.0,,13 perches,"
Available now ",,,Rs. 290M     ,Colombo 7
734,House,4,4.0,2000 sq.ft.,1.0,1.0,7 perches,"
Available now ",150m,,Rs. 29M ONO   ,Mount Lavinia
735,House,5,5.0,4600 sq.ft.,4.0,3.0,8.5 perches,"
Available now ",,,Rs. 160M ONO   ,Colombo 5
736,House,5,6.0,4000 sq.ft.,2.0,4.0,10 perches,"
Available now ",,,Rs. 110M ONO   ,Colombo 6
737,House,5,5.0,4200 sq.ft.,2.0,5.0,29.5 perches,"
Available now ",,,Rs. 60M ONO   ,Wattala
738,House,above 5,4.0,2400 sq.ft.,2.0,4.0,12 perches,"
Available now ",,,Rs. 30M ONO   ,Bokundara
739,House,4,2.0,4000 sq.ft.,2.0,3.0,7.8 perches,"
Available now ",,,Rs. 100M ONO   ,Colombo 5
740,House,5,4.0,3592 sq.ft.,,2.0,11 perches,"
Available now ",,,Rs. 42M ONO   ,Hokandara
741,House,4,3.0,3200 sq.ft.,2.0,3.0,16.5 perches,"
Available now ",200m,1km,Rs. 29M     ,Ja Ela
742,House,5,5.0,,,4.0,20 perches,"
Available now ",,,Rs. 300M     ,Colombo 5
743,House,4,,,,3.0,12.85 perches,"
Available now ",,,Rs. 38M     ,Athurugiriya
744,House,4,3.0,3500 sq.ft.,2.0,,6.9 perches,"
Available now ",,,Rs. 37M ONO   ,Colombo 8
745,House,3,,2500 sq.ft.,1.0,2.0,12 perches,"
For Urgent Sale ",700m,500m,Rs. 12.5M     ,Kandana
746,House,4,3.0,,2.0,2.0,7.4 perches,"
Available now ",,,Rs. 55M     ,Dehiwala
747,House,4,3.0,2500 sq.ft.,3.0,2.0,6.5 perches,"
Available now ",,7km,Rs. 28M ONO   ,Malabe
748,House,3,2.0,2000 sq.ft.,2.0,3.0,10.9 perches,"
Available now ",150m,11km,Rs. 23M ONO   ,Malabe
749,House,4,4.0,2675 sq.ft.,2.0,2.0,10.12 perches,"
Available now ",,4km,Rs. 49.5M ONO   ,Malabe
750,House,above 5,5.0,6000 sq.ft.,4.0,4.0,10 perches,"
Available now ",,3km,Rs. 110M ONO   ,Kandy
751,House,5,4.0,5000 sq.ft.,,,15.6 perches,"
Available now ",,,Rs. 70M     ,Mirihana
752,House,4,3.0,2800 sq.ft.,1.0,2.0,40 perches,"
Available now ",,,Rs. 24M ONO   ,Homagama
753,House,3,,,,,7 perches,"
Available now ",,,Rs. 45M ONO   ,Colombo 6
754,House,4,4.0,,2.0,3.0,14 perches,"
Available now ",,,Rs. 162M ONO   ,Colombo 5
755,House,5,5.0,4000 sq.ft.,2.0,3.0,16 perches,"
Available now ",400m,,Rs. 80M ONO   ,Pelawatte
